User_id,Date,itemDescription,year,month,day,day_of_week
2351,01-01-2014,cleaner,2014,1,1,2
2226,01-01-2014,sausage,2014,1,1,2
1922,01-01-2014,tropical fruit,2014,1,1,2
2943,01-01-2014,whole milk,2014,1,1,2
1249,01-01-2014,citrus fruit,2014,1,1,2
3681,01-01-2014,onions,2014,1,1,2
1440,01-01-2014,other vegetables,2014,1,1,2
2974,01-01-2014,berries,2014,1,1,2
2727,01-01-2014,hamburger meat,2014,1,1,2
1789,01-01-2014,hamburger meat,2014,1,1,2
3942,01-01-2014,other vegetables,2014,1,1,2
2610,01-01-2014,hamburger meat,2014,1,1,2
2237,01-01-2014,bottled water,2014,1,1,2
4942,01-01-2014,butter,2014,1,1,2
3956,01-01-2014,yogurt,2014,1,1,2
2709,01-01-2014,yogurt,2014,1,1,2
3797,01-01-2014,waffles,2014,1,1,2
4260,01-01-2014,soda,2014,1,1,2
2542,01-01-2014,sliced cheese,2014,1,1,2
1381,01-01-2014,curd,2014,1,1,2
1659,01-01-2014,specialty chocolate,2014,1,1,2
2351,01-01-2014,shopping bags,2014,1,1,2
2226,01-01-2014,bottled water,2014,1,1,2
1922,01-01-2014,other vegetables,2014,1,1,2
2943,01-01-2014,flower (seeds),2014,1,1,2
1249,01-01-2014,coffee,2014,1,1,2
3681,01-01-2014,whipped/sour cream,2014,1,1,2
1440,01-01-2014,yogurt,2014,1,1,2
2974,01-01-2014,whipped/sour cream,2014,1,1,2
2727,01-01-2014,frozen potato products,2014,1,1,2
1789,01-01-2014,candles,2014,1,1,2
3942,01-01-2014,yogurt,2014,1,1,2
2610,01-01-2014,bottled beer,2014,1,1,2
2237,01-01-2014,Instant food products,2014,1,1,2
4942,01-01-2014,frozen vegetables,2014,1,1,2
3956,01-01-2014,shopping bags,2014,1,1,2
2709,01-01-2014,frozen vegetables,2014,1,1,2
3797,01-01-2014,whole milk,2014,1,1,2
4260,01-01-2014,brown bread,2014,1,1,2
2542,01-01-2014,bottled water,2014,1,1,2
1381,01-01-2014,soda,2014,1,1,2
1659,01-01-2014,frozen vegetables,2014,1,1,2
3942,01-01-2014,Instant food products,2014,1,1,2
2610,01-01-2014,domestic eggs,2014,1,1,2
3956,01-01-2014,waffles,2014,1,1,2
3681,01-01-2014,dishes,2014,1,1,2
3956,01-01-2014,chocolate,2014,1,1,2
2974,01-01-2014,bottled water,2014,1,1,2
2472,02-01-2014,other vegetables,2014,1,2,3
4408,02-01-2014,pip fruit,2014,1,2,3
1814,02-01-2014,frankfurter,2014,1,2,3
4860,02-01-2014,sugar,2014,1,2,3
1265,02-01-2014,other vegetables,2014,1,2,3
1528,02-01-2014,frozen vegetables,2014,1,2,3
2020,02-01-2014,beef,2014,1,2,3
3538,02-01-2014,waffles,2014,1,2,3
4450,02-01-2014,beef,2014,1,2,3
2828,02-01-2014,meat,2014,1,2,3
3641,02-01-2014,root vegetables,2014,1,2,3
2311,02-01-2014,pastry,2014,1,2,3
3178,02-01-2014,butter,2014,1,2,3
4364,02-01-2014,brown bread,2014,1,2,3
1066,02-01-2014,root vegetables,2014,1,2,3
4666,02-01-2014,frozen vegetables,2014,1,2,3
3130,02-01-2014,ice cream,2014,1,2,3
4014,02-01-2014,soda,2014,1,2,3
4907,02-01-2014,rolls/buns,2014,1,2,3
3977,02-01-2014,brown bread,2014,1,2,3
1248,02-01-2014,chicken,2014,1,2,3
2480,02-01-2014,citrus fruit,2014,1,2,3
4847,02-01-2014,soda,2014,1,2,3
2472,02-01-2014,white bread,2014,1,2,3
4408,02-01-2014,frozen fish,2014,1,2,3
1814,02-01-2014,sparkling wine,2014,1,2,3
4860,02-01-2014,cream cheese ,2014,1,2,3
1265,02-01-2014,whole milk,2014,1,2,3
1528,02-01-2014,tropical fruit,2014,1,2,3
2020,02-01-2014,fruit/vegetable juice,2014,1,2,3
3538,02-01-2014,yogurt,2014,1,2,3
4450,02-01-2014,condensed milk,2014,1,2,3
2828,02-01-2014,curd,2014,1,2,3
3641,02-01-2014,soft cheese,2014,1,2,3
2311,02-01-2014,canned beer,2014,1,2,3
3178,02-01-2014,candy,2014,1,2,3
4364,02-01-2014,yogurt,2014,1,2,3
1066,02-01-2014,bottled beer,2014,1,2,3
4666,02-01-2014,dessert,2014,1,2,3
3130,02-01-2014,yogurt,2014,1,2,3
4014,02-01-2014,shopping bags,2014,1,2,3
4907,02-01-2014,whipped/sour cream,2014,1,2,3
3977,02-01-2014,butter milk,2014,1,2,3
1248,02-01-2014,butter,2014,1,2,3
2480,02-01-2014,pickled vegetables,2014,1,2,3
4847,02-01-2014,other vegetables,2014,1,2,3
1870,02-01-2014,fruit/vegetable juice,2014,1,2,3
3692,02-01-2014,frozen dessert,2014,1,2,3
4933,02-01-2014,hard cheese,2014,1,2,3
2043,02-01-2014,waffles,2014,1,2,3
1365,02-01-2014,frozen vegetables,2014,1,2,3
3259,02-01-2014,soda,2014,1,2,3
3977,02-01-2014,oil,2014,1,2,3
1265,02-01-2014,soda,2014,1,2,3
4907,02-01-2014,bottled beer,2014,1,2,3
3977,02-01-2014,frozen meals,2014,1,2,3
1870,02-01-2014,napkins,2014,1,2,3
3692,02-01-2014,misc. beverages,2014,1,2,3
4933,02-01-2014,bottled water,2014,1,2,3
2043,02-01-2014,brown bread,2014,1,2,3
1365,02-01-2014,specialty bar,2014,1,2,3
3259,02-01-2014,dishes,2014,1,2,3
3197,03-01-2014,sausage,2014,1,3,4
3761,03-01-2014,meat,2014,1,3,4
2910,03-01-2014,sugar,2014,1,3,4
2065,03-01-2014,sausage,2014,1,3,4
3313,03-01-2014,bottled beer,2014,1,3,4
4335,03-01-2014,whole milk,2014,1,3,4
2480,03-01-2014,other vegetables,2014,1,3,4
3294,03-01-2014,root vegetables,2014,1,3,4
4382,03-01-2014,fruit/vegetable juice,2014,1,3,4
3831,03-01-2014,soda,2014,1,3,4
1253,03-01-2014,pastry,2014,1,3,4
4249,03-01-2014,canned beer,2014,1,3,4
3698,03-01-2014,yogurt,2014,1,3,4
4440,03-01-2014,butter milk,2014,1,3,4
3227,03-01-2014,spices,2014,1,3,4
4280,03-01-2014,soda,2014,1,3,4
2991,03-01-2014,root vegetables,2014,1,3,4
1899,03-01-2014,other vegetables,2014,1,3,4
2538,03-01-2014,berries,2014,1,3,4
1171,03-01-2014,soda,2014,1,3,4
3197,03-01-2014,margarine,2014,1,3,4
3761,03-01-2014,domestic eggs,2014,1,3,4
2910,03-01-2014,processed cheese,2014,1,3,4
2065,03-01-2014,white bread,2014,1,3,4
3313,03-01-2014,hard cheese,2014,1,3,4
4335,03-01-2014,canned beer,2014,1,3,4
2480,03-01-2014,salty snack,2014,1,3,4
3294,03-01-2014,other vegetables,2014,1,3,4
4382,03-01-2014,spices,2014,1,3,4
3831,03-01-2014,bottled water,2014,1,3,4
1253,03-01-2014,liqueur,2014,1,3,4
4249,03-01-2014,shopping bags,2014,1,3,4
3698,03-01-2014,shopping bags,2014,1,3,4
4440,03-01-2014,newspapers,2014,1,3,4
3227,03-01-2014,cat food,2014,1,3,4
4280,03-01-2014,margarine,2014,1,3,4
2991,03-01-2014,soda,2014,1,3,4
1899,03-01-2014,brown bread,2014,1,3,4
2538,03-01-2014,pastry,2014,1,3,4
1171,03-01-2014,whipped/sour cream,2014,1,3,4
2991,03-01-2014,waffles,2014,1,3,4
4520,03-01-2014,mustard,2014,1,3,4
1529,03-01-2014,preservation products,2014,1,3,4
2459,03-01-2014,curd,2014,1,3,4
2963,03-01-2014,pickled vegetables,2014,1,3,4
2480,03-01-2014,soda,2014,1,3,4
3197,03-01-2014,margarine,2014,1,3,4
3227,03-01-2014,seasonal products,2014,1,3,4
4280,03-01-2014,specialty chocolate,2014,1,3,4
4520,03-01-2014,brown bread,2014,1,3,4
1529,03-01-2014,soups,2014,1,3,4
2459,03-01-2014,whipped/sour cream,2014,1,3,4
2963,03-01-2014,bottled water,2014,1,3,4
3831,03-01-2014,whipped/sour cream,2014,1,3,4
1883,04-01-2014,frankfurter,2014,1,4,5
1616,04-01-2014,frankfurter,2014,1,4,5
4204,04-01-2014,pastry,2014,1,4,5
2092,04-01-2014,salty snack,2014,1,4,5
2809,04-01-2014,bottled beer,2014,1,4,5
2925,04-01-2014,male cosmetics,2014,1,4,5
3830,04-01-2014,margarine,2014,1,4,5
4745,04-01-2014,cat food,2014,1,4,5
4758,04-01-2014,rolls/buns,2014,1,4,5
4726,04-01-2014,rolls/buns,2014,1,4,5
4157,04-01-2014,salty snack,2014,1,4,5
4799,04-01-2014,dessert,2014,1,4,5
2428,04-01-2014,whole milk,2014,1,4,5
1500,04-01-2014,bottled beer,2014,1,4,5
3007,04-01-2014,rolls/buns,2014,1,4,5
3765,04-01-2014,tropical fruit,2014,1,4,5
2760,04-01-2014,whole milk,2014,1,4,5
3382,04-01-2014,cat food,2014,1,4,5
2477,04-01-2014,root vegetables,2014,1,4,5
2185,04-01-2014,rolls/buns,2014,1,4,5
1165,04-01-2014,beef,2014,1,4,5
3133,04-01-2014,whipped/sour cream,2014,1,4,5
3284,04-01-2014,canned fish,2014,1,4,5
3077,04-01-2014,root vegetables,2014,1,4,5
2535,04-01-2014,sausage,2014,1,4,5
1883,04-01-2014,whole milk,2014,1,4,5
1616,04-01-2014,prosecco,2014,1,4,5
4204,04-01-2014,white bread,2014,1,4,5
2092,04-01-2014,salty snack,2014,1,4,5
2809,04-01-2014,berries,2014,1,4,5
2925,04-01-2014,oil,2014,1,4,5
3830,04-01-2014,domestic eggs,2014,1,4,5
4745,04-01-2014,soda,2014,1,4,5
4758,04-01-2014,bottled beer,2014,1,4,5
4726,04-01-2014,whole milk,2014,1,4,5
4157,04-01-2014,frozen meals,2014,1,4,5
4799,04-01-2014,frozen fish,2014,1,4,5
2428,04-01-2014,soda,2014,1,4,5
1500,04-01-2014,fruit/vegetable juice,2014,1,4,5
3007,04-01-2014,yogurt,2014,1,4,5
3765,04-01-2014,whole milk,2014,1,4,5
2760,04-01-2014,domestic eggs,2014,1,4,5
3382,04-01-2014,yogurt,2014,1,4,5
2477,04-01-2014,soda,2014,1,4,5
2185,04-01-2014,flour,2014,1,4,5
1165,04-01-2014,house keeping products,2014,1,4,5
3133,04-01-2014,yogurt,2014,1,4,5
3284,04-01-2014,coffee,2014,1,4,5
3077,04-01-2014,domestic eggs,2014,1,4,5
2535,04-01-2014,rolls/buns,2014,1,4,5
2138,04-01-2014,seasonal products,2014,1,4,5
1545,04-01-2014,brown bread,2014,1,4,5
2641,04-01-2014,brown bread,2014,1,4,5
3765,04-01-2014,margarine,2014,1,4,5
2760,04-01-2014,rolls/buns,2014,1,4,5
3382,04-01-2014,bottled beer,2014,1,4,5
2092,04-01-2014,canned fish,2014,1,4,5
4758,04-01-2014,white bread,2014,1,4,5
3765,04-01-2014,bottled beer,2014,1,4,5
2760,04-01-2014,long life bakery product,2014,1,4,5
3382,04-01-2014,pastry,2014,1,4,5
2138,04-01-2014,white bread,2014,1,4,5
1545,04-01-2014,hair spray,2014,1,4,5
2641,04-01-2014,male cosmetics,2014,1,4,5
2565,05-01-2014,sausage,2014,1,5,6
2674,05-01-2014,root vegetables,2014,1,5,6
4567,05-01-2014,whipped/sour cream,2014,1,5,6
4628,05-01-2014,whole milk,2014,1,5,6
4609,05-01-2014,beef,2014,1,5,6
4456,05-01-2014,specialty bar,2014,1,5,6
2040,05-01-2014,rolls/buns,2014,1,5,6
3864,05-01-2014,other vegetables,2014,1,5,6
4943,05-01-2014,finished products,2014,1,5,6
1147,05-01-2014,soda,2014,1,5,6
1544,05-01-2014,other vegetables,2014,1,5,6
2470,05-01-2014,tropical fruit,2014,1,5,6
4574,05-01-2014,seasonal products,2014,1,5,6
4747,05-01-2014,tropical fruit,2014,1,5,6
1473,05-01-2014,hamburger meat,2014,1,5,6
4879,05-01-2014,dessert,2014,1,5,6
2565,05-01-2014,sliced cheese,2014,1,5,6
2674,05-01-2014,butter,2014,1,5,6
4567,05-01-2014,red/blush wine,2014,1,5,6
4628,05-01-2014,napkins,2014,1,5,6
4609,05-01-2014,spices,2014,1,5,6
4456,05-01-2014,soda,2014,1,5,6
2040,05-01-2014,packaged fruit/vegetables,2014,1,5,6
3864,05-01-2014,cooking chocolate,2014,1,5,6
4943,05-01-2014,other vegetables,2014,1,5,6
1147,05-01-2014,whole milk,2014,1,5,6
1544,05-01-2014,semi-finished bread,2014,1,5,6
2470,05-01-2014,white bread,2014,1,5,6
4574,05-01-2014,other vegetables,2014,1,5,6
4747,05-01-2014,pastry,2014,1,5,6
1473,05-01-2014,rolls/buns,2014,1,5,6
4879,05-01-2014,fruit/vegetable juice,2014,1,5,6
4721,05-01-2014,cream cheese ,2014,1,5,6
2051,05-01-2014,flour,2014,1,5,6
1004,05-01-2014,dish cleaner,2014,1,5,6
1897,05-01-2014,cream cheese ,2014,1,5,6
4628,05-01-2014,napkins,2014,1,5,6
1544,05-01-2014,shopping bags,2014,1,5,6
2470,05-01-2014,red/blush wine,2014,1,5,6
4574,05-01-2014,bottled water,2014,1,5,6
4721,05-01-2014,semi-finished bread,2014,1,5,6
2051,05-01-2014,cream cheese ,2014,1,5,6
1004,05-01-2014,cling film/bags,2014,1,5,6
1897,05-01-2014,rolls/buns,2014,1,5,6
1590,06-01-2014,citrus fruit,2014,1,6,0
2949,06-01-2014,pork,2014,1,6,0
2093,06-01-2014,napkins,2014,1,6,0
3111,06-01-2014,oil,2014,1,6,0
1863,06-01-2014,bottled beer,2014,1,6,0
4221,06-01-2014,bottled water,2014,1,6,0
4694,06-01-2014,tropical fruit,2014,1,6,0
4872,06-01-2014,whole milk,2014,1,6,0
1879,06-01-2014,whole milk,2014,1,6,0
3963,06-01-2014,candy,2014,1,6,0
2379,06-01-2014,berries,2014,1,6,0
1590,06-01-2014,newspapers,2014,1,6,0
2949,06-01-2014,other vegetables,2014,1,6,0
2093,06-01-2014,canned vegetables,2014,1,6,0
3111,06-01-2014,UHT-milk,2014,1,6,0
1863,06-01-2014,newspapers,2014,1,6,0
4221,06-01-2014,frozen meals,2014,1,6,0
4694,06-01-2014,whipped/sour cream,2014,1,6,0
4872,06-01-2014,softener,2014,1,6,0
1879,06-01-2014,sugar,2014,1,6,0
3963,06-01-2014,domestic eggs,2014,1,6,0
2379,06-01-2014,brown bread,2014,1,6,0
4694,06-01-2014,whipped/sour cream,2014,1,6,0
2881,06-01-2014,butter milk,2014,1,6,0
1863,06-01-2014,seasonal products,2014,1,6,0
2259,06-01-2014,processed cheese,2014,1,6,0
4872,06-01-2014,domestic eggs,2014,1,6,0
2949,06-01-2014,shopping bags,2014,1,6,0
4872,06-01-2014,soda,2014,1,6,0
2881,06-01-2014,canned vegetables,2014,1,6,0
1863,06-01-2014,bottled water,2014,1,6,0
2259,06-01-2014,roll products ,2014,1,6,0
4594,07-01-2014,other vegetables,2014,1,7,1
4082,07-01-2014,ham,2014,1,7,1
1317,07-01-2014,specialty cheese,2014,1,7,1
3762,07-01-2014,sliced cheese,2014,1,7,1
1004,07-01-2014,canned beer,2014,1,7,1
1456,07-01-2014,liquor,2014,1,7,1
4270,07-01-2014,nut snack,2014,1,7,1
4306,07-01-2014,cream cheese ,2014,1,7,1
4870,07-01-2014,soda,2014,1,7,1
4251,07-01-2014,root vegetables,2014,1,7,1
3232,07-01-2014,dessert,2014,1,7,1
1770,07-01-2014,butter,2014,1,7,1
3498,07-01-2014,pip fruit,2014,1,7,1
4594,07-01-2014,tropical fruit,2014,1,7,1
4082,07-01-2014,yogurt,2014,1,7,1
1317,07-01-2014,onions,2014,1,7,1
3762,07-01-2014,newspapers,2014,1,7,1
1004,07-01-2014,frozen fish,2014,1,7,1
1456,07-01-2014,hygiene articles,2014,1,7,1
4270,07-01-2014,whole milk,2014,1,7,1
4306,07-01-2014,misc. beverages,2014,1,7,1
4870,07-01-2014,bottled water,2014,1,7,1
4251,07-01-2014,ice cream,2014,1,7,1
3232,07-01-2014,soda,2014,1,7,1
1770,07-01-2014,mayonnaise,2014,1,7,1
3498,07-01-2014,root vegetables,2014,1,7,1
3189,07-01-2014,dish cleaner,2014,1,7,1
